id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,product_type,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,baseline2_label_text
1746,Honestly The entire thing has a very unique way of ignoring a paperweight,honestly the entire thing has a very unique way of ignoring a paperweight,0,negative,Frustration,negative,Sports & Outdoors,13,13,medium,2,1,0,en,,negative
1747,Listen The design team successfully functions as basic usability Oh well tbh,listen the design team successfully functions as basic usability oh well,0,negative,Frustration,negative,Automotive,12,11,medium,0,1,0,en,,negative
1748,This clothing successfully functions as the laws of physics tbh,this clothing successfully functions as the laws of physics,0,negative,Frustration,negative,Clothing,10,9,medium,3,1,0,en,,negative
1749,this  specific model met my absolute lowest expectations for a physcial object,this specific model met my absolute lowest expectations for a physcial object,0,negative,Disappointment,negative,Automotive,12,12,medium,6,1,0,en,,negative
1750,look  the entire thing met my absolute lowest expectations for basic usability take it or leave it ??,look the entire thing met my absolute lowest expectations for basic usability take it or leave it,0,negative,Sarcasm,negative,Home & Kitchen,18,17,long,1,1,0,en,,negative
1751,This gizmo turned into modern ar tinstead of doing what it should Cheers hmm,this gizmo turned into modern ar tinstead of doing what it should,0,negative,Disappointment,negative,Electronics,14,12,medium,0,1,0,en,,negative
1752,The engineers made some interesting choices regarding the laws of physics End of story lol,the engineers made some interesting choices regarding the laws of physics end of story,0,negative,Frustration,negative,Sports & Outdoors,15,14,medium,8,1,0,en,,negative
1753,first off this specific model met my absolute lowest expectations for the laws of physics end of story,first off this specific model met my absolute lowest expectations for the laws of physics end of story,0,negative,Frustration,negative,Clothing,18,18,long,1,1,0,en,,negative
1754,I guess This fabric has a very unique way of ignoring a physical object Yup,i guess this fabric has a very unique way of ignoring a physical object,0,negative,Sarcasm,negative,Clothing,15,14,medium,2,1,0,en,,negative
1755,first off this specific model turned into modern art instead of doing what it should just putting it out there ok,first off this specific model turned into modern art instead of doing what it should just putting it out there ok,0,negative,Sarcasm,negative,Electronics,21,21,long,0,1,0,en,,negative
1757,This specific model successfully functions as a physical object Oh well,this specific model successfully functions as a physical object oh well,0,negative,Disappointment,negative,Clothing,11,11,medium,1,1,0,en,,negative
1758,This specific model turned into modren art instead of doing what it should lol,this specific model turned into modren art instead of doing what it should,0,negative,Disappointment,negative,Home & Kitchen,14,13,medium,0,1,0,en,,negative
1759,The design team successfully functions as a physical object End of story wow,the design team successfully functions as a physical object end of story,0,negative,Disappointment,negative,Automotive,13,12,medium,2,1,0,en,,negative
1760,Listen The entire thing successfully functions as a physical object Yup smh,listen the entire thing successfully functions as a physical object,0,negative,Disappointment,negative,Home & Kitchen,12,10,medium,0,1,0,en,,negative
1761,the engineers made some interesting choices regarding the laws of physics oh well !!,the engineers made some interesting choices regarding the laws of physics oh well,0,negative,Sarcasm,negative,Home & Kitchen,14,13,medium,1,1,0,en,,negative
1762,ok so this fixture made some interesting choices regarding a paperweight tbh,ok so this fixture made some interesting choices regarding a paperweight,0,negative,Frustration,negative,Home & Kitchen,12,11,medium,2,1,0,en,,negative
1763,I guess The design team turned into modern art instead of the laws of physics wow,i guess the design team turned into modern art instead of the laws of physics,0,negative,Sarcasm,negative,Home & Kitchen,16,15,long,1,1,0,en,,negative
1764,bruh this hardware has a very unique way of ignoring basic usability whatever !!,this hardware has a very unique way of ignoring basic usability,0,negative,Sarcasm,negative,Electronics,14,11,medium,2,1,0,en,,negative
1765,This specific model successfully functions as doing what it should End of story,this specific model successfully functions as doing what it should end of story,0,negative,Disappointment,negative,Clothing,13,13,medium,1,1,0,en,,negative
1766,wow the entire thing successfully functions as basic usability ok,the entire thing successfully functions as basic usability ok,0,negative,Frustration,negative,Automotive,10,9,medium,2,1,0,en,,negative
1767,this specific model met my absolute lowest expectations for a paperweight ??,this specific model met my absolute lowest expectations for a paperweight,0,negative,Frustration,negative,Automotive,12,11,medium,0,1,0,en,,negative
1768,The design team made some interesting choices regarding the laws of physics Anyway,the design team made some interesting choices regarding the laws of physics,0,negative,Sarcasm,negative,Clothing,13,12,medium,12,1,0,en,,negative
1772,Wow  The design team successfully functions as a physical object Cheers wow,the design team successfully functions as a physical object,0,negative,Frustration,negative,Automotive,12,9,medium,3,1,0,en,,negative
1773,Ok so The design team successfully functions a sa paperweight ok,ok so the design team successfully functions a sa paperweight ok,0,negative,Frustration,negative,Home & Kitchen,11,11,medium,7,1,0,en,,negative
1776,honestly the design team met my absolute lowest expectations for doing what it should just putting it out there,honestly the design team met my absolute lowest expectations for doing what it should just putting it out there,0,negative,Disappointment,negative,Sports & Outdoors,19,19,long,2,1,0,en,,negative
1777,listen the engineers successfully functions as doing what it should end of story,listen the engineers successfully functions as doing what it should end of story,0,negative,Frustration,negative,Home & Kitchen,13,13,medium,4,1,0,en,,negative
1778,This part made some interesting choices regarding doing what it should,this part made some interesting choices regarding doing what it should,0,negative,Sarcasm,negative,Automotive,11,11,medium,1,1,0,en,,negative
1779,honestly this specific model made some interesting choices regarding the laws of physics take it or leave it,honestly this specific model made some interesting choices regarding the laws of physics take it or leave it,0,negative,Sarcasm,negative,Clothing,18,18,long,1,1,0,en,,negative
1780,Honestly The design team successfully functions as basic usability End of story wow,honestly the design team successfully functions as basic usability end of story,0,negative,Sarcasm,negative,Home & Kitchen,13,12,medium,1,1,0,en,,negative
1781,well this item met my absolute loweste xpectations for a physical object just putting it out there !!,well this item met my absolute loweste xpectations for a physical object just putting it out there,0,negative,Frustration,negative,Clothing,18,17,long,5,1,0,en,,negative
1782,The engineers met my absolute lowest expectations for doing what it should Make of that what you will !!,the engineers met my absolute lowest expectations for doing what it should make of that what you will,0,negative,Frustration,negative,Electronics,19,18,long,0,1,0,en,,negative
1784,Right so This specific model has a very unique way of ignoring a physical objetc ??,right so this specific model has a very unique way of ignoring a physical objetc,0,negative,Disappointment,negative,Sports & Outdoors,16,15,long,0,1,0,en,,negative
1785,this specific model has a very unique way of ignoring a physical object make of that what you will ??,this specific model has a very unique way of ignoring a physical object make of that what you will,0,negative,Frustration,negative,Electronics,20,19,long,1,1,0,en,,negative
1786,This appliance met my absolute lowest expectations for basic usability Just putting it out there,this appliance met my absolute lowest expectations for basic usability just putting it out there,0,negative,Sarcasm,negative,Home & Kitchen,15,15,long,0,1,0,en,,negative
1787,Right so This hardware turned into modern art instead of the laws of physics lol,right so this hardware turned into modern art instead of the laws of physics,0,negative,Frustration,negative,Automotive,15,14,medium,4,1,0,en,,negative
1788,this thing made some interesting choices regrading basic usability .,this thing made some interesting choices regrading basic usability,0,negative,Frustration,negative,Home & Kitchen,10,9,medium,0,1,0,en,,negative
1789,Ok so This item met my absolute lowest expectations for basic usability .,ok so this item met my absolute lowest expectations for basic usability,0,negative,Disappointment,negative,Home & Kitchen,13,12,medium,0,1,0,en,,negative
1790,the design team turned into modern art instead of a paperweight take it or leave it lol,the design team turned into modern art instead of a paperweight take it or leave it,0,negative,Frustration,negative,Electronics,17,16,long,1,1,0,en,,negative
1791,listen the design team made some interesting choices regarding doing what it should fascinating lol,listen the design team made some interesting choices regarding doing what it should,0,negative,Frustration,negative,Clothing,15,13,medium,0,1,0,en,,negative
