id,text,text_clean,label,sentiment_label,emotion,emotion_group,category,word_count,word_count_clean,length_bucket,helpfulness_score,implicit_flag,is_spam,language,manual_label_normalized
6225,look the order showed up on the weekend yup lol,look the order showed up on the weekend,1,neutral,Apathy,neutral,Electronics,10,8,medium,1,1,0,en,neutral
6226,If im being real The package arrived on thursday Yup wow,if im being real the package arrived on thursday,1,neutral,Indifference,neutral,Home & Kitchen,11,9,medium,2,1,0,en,neutral
6227,Listen The package was left here on a monday afternoon wow,listen the package was left here on a monday afternoon,1,neutral,Apathy,neutral,Electronics,11,10,medium,0,1,0,en,neutral
6228,if im being real the order was left here on wednesday morning smh,if im being real the order was left here on wednesday morning,1,neutral,Apathy,neutral,Clothing,13,12,medium,1,1,0,en,neutral
6230,okay the item showed up on a monday afternoon,okay the item showed up on a monday afternoon,1,neutral,Indifference,neutral,Electronics,9,9,medium,3,1,0,en,neutral
6234,The item was elft here on a monday afternoon yeah,the item was elft here on a monday afternoon,1,neutral,Apathy,neutral,Home & Kitchen,10,9,medium,0,1,0,en,neutral
6235,the item was dropped off on thursday make of that what you will yeah,the item was dropped off on thursday make of that what you will,1,neutral,Confusion,neutral,Electronics,14,13,medium,1,1,0,en,neutral
6236,Ok so The box was left here on wednesday morning tbh,ok so the box was left here on wednesday morning,1,neutral,Apathy,neutral,Sports & Outdoors,11,10,medium,7,1,0,en,neutral
6237,Well The box came on the weekend ??,well the box came on the weekend,1,neutral,Confusion,neutral,Electronics,8,7,short,1,1,0,en,neutral
6238,I guess The delivery showed up on thursday Yup hmm,i guess the delivery showed up on thursday,1,neutral,Indifference,neutral,Sports & Outdoors,10,8,medium,2,1,0,en,neutral
6239,bruh the delivery came on the weekend tbh,the delivery came on the weekend,1,neutral,Apathy,neutral,Sports & Outdoors,8,6,short,3,1,0,en,neutral
6240,Listen The order showed up on a tuesday ok,listen the order showed up on a tuesday ok,1,neutral,Indifference,neutral,Home & Kitchen,9,9,medium,2,1,0,en,neutral
6242,The  delivery arrived on a tuesday wow,the delivery arrived on a tuesday,1,neutral,Confusion,neutral,Sports & Outdoors,7,6,short,6,1,0,en,neutral
6245,the item came on friday whatever ??,the item came on friday,1,neutral,Indifference,neutral,Home & Kitchen,7,5,short,4,1,0,en,neutral
6246,Right so The delivery was dropped off on the weekend Take it or leave it wow,right so the delivery was dropped off on the weekend take it or leave it,1,neutral,Indifference,neutral,Automotive,16,15,long,0,1,0,en,neutral
6247,If  im being real The order showed pu on friday,if im being real the order showed pu on friday,1,neutral,Apathy,neutral,Automotive,10,10,medium,2,1,0,en,neutral
6250,I guess The order showed up on a tuesday End of story .,i guess the order showed up on a tuesday end of story,1,neutral,Indifference,neutral,Clothing,13,12,medium,4,1,0,en,neutral
6251,so the order was left here on a tuesday anyway smh,so the order was left here on a tuesday,1,neutral,Apathy,neutral,Sports & Outdoors,11,9,medium,1,1,0,en,neutral
6252,okay  the package was dropped off on a monday afternoon whatever ??,okay the package was dropped off on a monday afternoon,1,neutral,Indifference,neutral,Clothing,12,10,medium,2,1,0,en,neutral
6253,okay  the package showed up on wednesday morning just puttign it out there yeah,okay the package showed up on wednesday morning just puttign it out there,1,neutral,Confusion,neutral,Automotive,14,13,medium,1,1,0,en,neutral
6254,so  the package was left here on a monday afternoon cheers !!,so the package was left here on a monday afternoon,1,neutral,Confusion,neutral,Sports & Outdoors,12,10,medium,0,1,0,en,neutral
6255,Right so The delivery came on wednesday morning !!,right so the delivery came on wednesday morning,1,neutral,Confusion,neutral,Automotive,9,8,medium,2,1,0,en,neutral
6256,The box was elft here on the weekend yeah,the box was elft here on the weekend,1,neutral,Apathy,neutral,Automotive,9,8,medium,2,1,0,en,neutral
6257,The item came on wednesday morning Make of that what you will !!,the item came on wednesday morning make of that what you will,1,neutral,Indifference,neutral,Electronics,13,12,medium,2,1,0,en,neutral
6259,The order was dropped off on friday End of story smh,the order was dropped off on friday end of story,1,neutral,Confusion,neutral,Clothing,11,10,medium,0,1,0,en,neutral
6260,bruh the package arrived on friday yup lol,the package arrived on friday,1,neutral,Confusion,neutral,Home & Kitchen,8,5,short,1,1,0,en,neutral
6261,Right so The order was dropped off on a monday afternoon,right so the order was dropped off on a monday afternoon,1,neutral,Apathy,neutral,Home & Kitchen,11,11,medium,6,1,0,en,neutral
6262,The bxo was dropped off on a monday afternoon Whatever ok,the bxo was dropped off on a monday afternoon ok,1,neutral,Indifference,neutral,Automotive,11,10,medium,8,1,0,en,neutral
6263,The delivery came on the weekend Make of that what you will,the delivery came on the weekend make of that what you will,1,neutral,Confusion,neutral,Sports & Outdoors,12,12,medium,1,1,0,en,neutral
6265,I guess The item arrived on the weekend smh,i guess the item arrived on the weekend,1,neutral,Indifference,neutral,Clothing,9,8,medium,1,1,0,en,neutral
6267,The box was left here on a tuesday Make of that what you will ok,the box was left here on a tuesday make of that what you will ok,1,neutral,Apathy,neutral,Electronics,15,15,long,0,1,0,en,neutral
6268,Well The item was dropped off on a monday afternoon Just putting it out there lol,well the item was dropped off on a monday afternoon just putting it out there,1,neutral,Apathy,neutral,Electronics,16,15,long,7,1,0,en,neutral
6269,well the order showed up on the weekend just putting it out there ok,well the order showed up on the weekend just putting it out there ok,1,neutral,Indifference,neutral,Automotive,14,14,medium,0,1,0,en,neutral
6272,The box arrived on wednesdaym orning Make of that what you will ??,the box arrived on wednesdaym orning make of that what you will,1,neutral,Indifference,neutral,Clothing,13,12,medium,2,1,0,en,neutral
6273,I guess The box was left here on wednesday morning hmm,i guess the box was left here on wednesday morning,1,neutral,Indifference,neutral,Electronics,11,10,medium,2,1,0,en,neutral
6274,First off The item came on a tuesday aTke it or leave it .,first off the item came on a tuesday atke it or leave it,1,neutral,Apathy,neutral,Electronics,14,13,medium,3,1,0,en,neutral
6275,The item arrived on tuhrsday Yup lol,the item arrived on tuhrsday,1,neutral,Indifference,neutral,Automotive,7,5,short,1,1,0,en,neutral
6277,look the delivery was left here on friday whatever,look the delivery was left here on friday,1,neutral,Confusion,neutral,Sports & Outdoors,9,8,medium,2,1,0,en,neutral
6278,the order was left here on thursday ??,the order was left here on thursday,1,neutral,Apathy,neutral,Sports & Outdoors,8,7,short,3,1,0,en,neutral
6279,i guess the box came on a tuesday whatever wow,i guess the box came on a tuesday,1,neutral,Indifference,neutral,Clothing,10,8,medium,0,1,0,en,neutral
6280,I  guess The package arrived on friday Just putting it out there hmm,i guess the package arrived on friday just putting it out there,1,neutral,Confusion,neutral,Automotive,13,12,medium,0,1,0,en,neutral
6281,The delivery came on wednesday morning Cheers ok,the delivery came on wednesday morning ok,1,neutral,Indifference,neutral,Sports & Outdoors,8,7,short,3,1,0,en,neutral
6282,Okay  The box showed up on a tuesday Yup lol,okay the box showed up on a tuesday,1,neutral,Indifference,neutral,Sports & Outdoors,10,8,medium,0,1,0,en,neutral
6283,listen  the order was dropped off on thursday wow,listen the order was dropped off on thursday,1,neutral,Apathy,neutral,Clothing,9,8,medium,4,1,0,en,neutral
6286,If im being real The order was dropped off on a tuesday Fascinating !!,if im being real the order was dropped off on a tuesday,1,neutral,Indifference,neutral,Automotive,14,12,medium,0,1,0,en,neutral
6287,The item came on a tuesday Oh well !!,the item came on a tuesday oh well,1,neutral,Confusion,neutral,Electronics,9,8,medium,1,1,0,en,neutral
6288,the package showed up on thursday anyway ok,the package showed up on thursday ok,1,neutral,Indifference,neutral,Sports & Outdoors,8,7,short,1,1,0,en,neutral
6289,ok so the order showed up on friday wow,ok so the order showed up on friday,1,neutral,Confusion,neutral,Automotive,9,8,medium,0,1,0,en,neutral
6290,The package arrived on the weekend Cheers ok,the package arrived on the weekend ok,1,neutral,Apathy,neutral,Electronics,8,7,short,1,1,0,en,neutral
6292,the item was left here on a monday afternoon 80,the item was left here on a monday afternoon 80,1,neutral,Indifference,neutral,Home & Kitchen,10,10,medium,3,1,0,en,neutral
6293,Bruh The order was dropped off on a monday afternoon ok,the order was dropped off on a monday afternoon ok,1,neutral,Apathy,neutral,Home & Kitchen,11,10,medium,4,1,0,en,neutral
6294,The  delivery arrived on friday Make of that what you will smh,the delivery arrived on friday make of that what you will,1,neutral,Indifference,neutral,Sports & Outdoors,12,11,medium,1,1,0,en,neutral
6295,The item was left here on the weekend End of story smh,the item was left here on the weekend end of story,1,neutral,Apathy,neutral,Sports & Outdoors,12,11,medium,4,1,0,en,neutral
6296,Well The delivery came on friday Oh well hmm,well the delivery came on friday oh well,1,neutral,Apathy,neutral,Home & Kitchen,9,8,medium,4,1,0,en,neutral
6298,The package came on wednesday morning Oh well ok,the package came on wednesday morning oh well ok,1,neutral,Confusion,neutral,Clothing,9,9,medium,2,1,0,en,neutral
6299,I guess The delivery came on a tuesday Make of that what you will tbh,i guess the delivery came on a tuesday make of that what you will,1,neutral,Confusion,neutral,Electronics,15,14,medium,0,1,0,en,neutral
6300,bruh the delivery came on friday take it or leave it smh,the delivery came on friday take it or leave it,1,neutral,Indifference,neutral,Clothing,12,10,medium,3,1,0,en,neutral
6301,The order showed up on friday lol 184,the order showed up on friday 184,1,neutral,Apathy,neutral,Electronics,8,7,short,10,1,0,en,neutral
6303,First off The box showed up on wednesday morning wow,first off the box showed up on wednesday morning,1,neutral,Apathy,neutral,Automotive,10,9,medium,1,1,0,en,neutral
6304,Okay The delivery was left here on friday Take it or leave it yeah,okay the delivery was left here on friday take it or leave it,1,neutral,Confusion,neutral,Electronics,14,13,medium,0,1,0,en,neutral
6305,I guess The package was dropped off on wednesday morning End of story,i guess the package was dropped off on wednesday morning end of story,1,neutral,Apathy,neutral,Sports & Outdoors,13,13,medium,0,1,0,en,neutral
6306,look theb ox was dropped off on friday end of story,look theb ox was dropped off on friday end of story,1,neutral,Confusion,neutral,Sports & Outdoors,11,11,medium,2,1,0,en,neutral
6307,Honestly The box was rdopped off on the weekend wow,honestly the box was rdopped off on the weekend,1,neutral,Apathy,neutral,Automotive,10,9,medium,0,1,0,en,neutral
6308,so the item was dropped off on a tuesday smh,so the item was dropped off on a tuesday,1,neutral,Apathy,neutral,Automotive,10,9,medium,0,1,0,en,neutral
6310,listen the delivery came on a monday afternoon just putting it out there yeah,listen the delivery came on a monday afternoon just putting it out there,1,neutral,Apathy,neutral,Automotive,14,13,medium,1,1,0,en,neutral
6311,Okay The box was left here on wednesday morning Take it or leave it ok,okay the box was left here on wednesday morning take it or leave it ok,1,neutral,Apathy,neutral,Clothing,15,15,long,3,1,0,en,neutral
6312,First off The order was left here on the weekend Whatever .,first off the order was left here on the weekend,1,neutral,Apathy,neutral,Clothing,12,10,medium,2,1,0,en,neutral
6314,the packages howed up on a monday afternoon whatever,the packages howed up on a monday afternoon,1,neutral,Apathy,neutral,Electronics,9,8,medium,5,1,0,en,neutral
6315,Look The package showed up on thursday Just putting it out there .,look the package showed up on thursday just putting it out there,1,neutral,Confusion,neutral,Sports & Outdoors,13,12,medium,0,1,0,en,neutral
6316,i  guess the box showed up on a tuesday anyway lol,i guess the box showed up on a tuesday,1,neutral,Confusion,neutral,Clothing,11,9,medium,4,1,0,en,neutral
6317,The package came on the weekend End of story ??,the package came on the weekend end of story,1,neutral,Indifference,neutral,Clothing,10,9,medium,1,1,0,en,neutral
6320,if im being real the delivery was dropped off on a monday afternoon end of story ??,if im being real the delivery was dropped off on a monday afternoon end of story,1,neutral,Confusion,neutral,Automotive,17,16,long,1,1,0,en,neutral
6321,The  order arrived on friday Just putting it out there lol,the order arrived on friday just putting it out there,1,neutral,Apathy,neutral,Electronics,11,10,medium,0,1,0,en,neutral
